Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-04-04T08:30:58.504,7,-0.005731532923618519,-2.4430256259802694,FoVP,-0.7084753995026527,0.7168506739738952,2458577.8555580075
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-05-10T19:46:56.363,7,-0.006809739736945789,1.9486643298100768,FoVP,0.5957998879787513,0.7142848192875797,2458614.3276637523
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-05-10T21:33:30.615,6,-0.0022696875601219803,1.9513382349896018,FoVF,0.5929689032612079,0.7161628995731449,2458614.4016761356
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-05-27T03:38:26.060,4,0.001483720916231638,2.943229585209648,FoVF,-0.42431015376,0.7243203375784618,2458630.6560558504
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-08-13T14:47:02.555,6,-0.004514560160358445,1.0374458341254096,FoVP,-0.28853066798454596,0.7156057276561257,2458709.1208596625
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-08-13T16:33:36.707,6,-0.0024118551641312685,1.032653083977526,FoVF,-0.2862514098236633,0.7170000186228047,2458709.1948629706
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-08-13T20:47:16.730,2,0.0025545517534117765,1.0212274826365042,FoVP,-0.2807897055132539,0.7202974110749722,2458709.371013273
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-08-13T22:33:50.999,2,0.0046246546987517324,1.0164199641257985,FoVF,-0.27847967061608303,0.7216735556406437,2458709.4450179087
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-09-01T16:59:50.546,3,0.0036321964059042246,-0.2726008227411995,FoVF,0.5127263293943121,0.7233650250765543,2458728.212100568
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-09-01T21:13:30.576,5,-0.003185390466876791,-0.28314451169801425,FoVP,0.5191108759006585,0.7200163675092076,2458728.388247682
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-10-08T12:34:43.987,6,-0.0023076186313931955,0.6923860911495571,FoVF,-0.7170981262513074,0.7078656846506265,2458765.025375477
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-11-13T14:28:37.684,4,0.0018832931644835555,-1.1962858448273865,FoVF,0.5682114502834754,0.7109291883527789,2458801.10180943
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-11-28T19:06:28.654,5,-0.002005073319487421,-0.21859115461163478,FoVP,-0.4139210362276855,0.7062555965327446,2458816.293866281
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2019-11-28T20:53:02.863,3,0.0021783351469669503,-0.2149896293828149,FoVF,-0.417087764107098,0.703835296345622,2458816.367869488
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-03-01T13:13:10.242,3,8.663739183901214E-4,2.8082487714954776,FoVP,0.540866616445995,0.7085220550714633,2458910.0491565797
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-03-01T14:59:44.465,7,-0.003984107794477924,2.810779000181752,FoVF,0.5385951326569955,0.710796525058776,2458910.1231684103
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-03-21T13:52:18.707,7,-0.00697084216478585,-2.32362872064653,FoVP,-0.6728493025431871,0.7181314480176795,2458930.077720209
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-03-21T15:38:52.934,6,-0.0016847619455719034,-2.3224651233695335,FoVF,-0.6744429419229381,0.7169428157152885,2458930.1517329575
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-04-23T21:25:25.799,4,-2.615953173228112E-4,2.071638271130616,FoVP,0.689965789464654,0.7155599135466084,2458963.394925971
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-10T17:17:39.769,7,-0.005869092261002514,2.41545227711825,FoVP,-0.19848425090157515,0.7217240896727856,2459011.2256464623
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-10T23:17:53.694,6,-0.004232790898013504,2.3979126434337332,FoVP,-0.18901711428330814,0.7227666883199845,2459011.4758166177
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T01:04:27.832,7,-0.0037832663810091587,2.392720902600342,FoVF,-0.18621828155551323,0.723052208693728,2459011.5498254877
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T05:18:07.713,5,-0.0027761779137090016,2.380358179658994,FoVP,-0.17956032537893507,0.7236897843123394,2459011.7259877804
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T07:04:41.876,6,-0.002379358875074102,2.375162432599595,FoVF,-0.17676507147081025,0.7239399955469521,2459011.799996924
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T11:18:21.814,4,-0.001496892581992918,2.3627908588052335,FoVP,-0.17011658280581315,0.7244936306001724,2459011.976159827
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T13:04:56.000,5,-0.001152080039803451,2.357591677129875,FoVF,-0.16732570418431714,0.7247086276478345,2459012.0501692086
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T17:18:35.987,4,-3.925715018778433E-4,2.3452125908455743,FoVP,-0.1606885733231616,0.7251785842327925,2459012.226332635
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T19:05:10.192,5,-9.906605450741074E-5,2.3400105274738987,FoVF,-0.15790286126312572,0.7253584921229869,2459012.300342219
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-11T23:18:50.221,3,5.391494730872235E-4,2.327625222513532,FoVP,-0.1512789631438116,0.7257451025862649,2459012.476506084
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T01:05:24.442,4,7.820470850764656E-4,2.3224208116279312,FoVF,-0.14849920123793922,0.7258900752910026,2459012.550515835
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T05:19:04.507,3,0.0013006333520183479,2.310030537168664,FoVP,-0.14189038966947565,0.7261937394958421,2459012.7266800553
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T07:05:38.741,4,0.001493621697778557,2.3048242941877706,FoVF,-0.13911735146784904,0.7263039587702982,2459012.8006899375
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T11:19:18.834,2,0.0018942401699250438,2.2924302547319413,FoVP,-0.13252545366655782,0.7265251413107645,2459012.976854429
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T13:05:53.078,3,0.0020380165936301404,2.2872226763055297,FoVF,-0.12975990044638694,0.7266008155118169,2459013.0508644083
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T17:19:33.191,2,0.0023223251970279266,2.2748260316934825,FoVP,-0.12318671188774052,0.7267400428799008,2459013.2270290894
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T19:06:07.443,3,0.00241758529657921,2.2696175957179556,FoVF,-0.12042939055787817,0.7267814057676107,2459013.3010391314
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-12T23:19:47.570,2,0.002587237194053228,2.257219461191051,FoVP,-0.11387667014747044,0.726839263480968,2459013.477203921
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T01:06:21.826,3,0.002634674312358826,2.252010626847237,FoVF,-0.11112831128758796,0.7268465730058085,2459013.5512139914
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T05:20:01.960,2,0.0026913167111439775,2.239612073163289,FoVP,-0.10459777685713716,0.7268237027081977,2459013.7273788094
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T07:06:36.218,3,0.0026916214421542164,2.234403280975262,FoVF,-0.10185909289331696,0.7267972397871683,2459013.801388875
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T11:20:16.351,2,0.0026368944328255006,2.222005334574087,FoVP,-0.09535241701979559,0.7266943363271209,2459013.9775536433
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T13:06:50.608,3,0.0025907541414145812,2.216797006489443,FoVF,-0.092624100536161,0.7266344036138246,2459014.0515636713
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T17:20:30.735,2,0.0024262895677963662,2.20440064970957,FoVP,-0.08614290668517283,0.7264522121100404,2459014.227728311
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T19:07:04.987,3,0.0023343879220661954,2.1991931892020653,FoVF,-0.08342562887267793,0.7263591327606468,2459014.301738269
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-13T23:20:45.100,2,0.0020618082834547285,2.186799360548521,FoVP,-0.07697148786621949,0.726098445665763,2459014.4779027044
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T05:20:59.440,2,0.0015457421852820108,2.1692027472000266,FoVP,-0.06784032390592702,0.7256342162699946,2459014.7280767164
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T07:07:33.675,4,0.0013643517888739,2.1639981590027313,FoVF,-0.06514704448048589,0.7254758889615504,2459014.8020864394
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T11:21:13.743,3,8.803668402555043E-4,2.151612028412342,FoVP,-0.05875149529739436,0.7250607627150689,2459014.978250241
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T13:07:47.966,4,6.552394339035289E-4,2.1464094086944003,FoVF,-0.0560711262468328,0.724870368935841,2459015.0522598
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T17:21:28.002,3,6.794034461811806E-5,2.134028362147917,FoVP,-0.04970699594125267,0.7243793791801934,2459015.228423175
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T19:08:02.210,5,-2.0025960461782797E-4,2.128828041914131,FoVF,-0.04704011003392654,0.7241573118069393,2459015.3024325394
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-14T23:21:42.207,4,-8.892980644152384E-4,2.1164528462222223,FoVP,-0.04070872983666287,0.7235914111418761,2459015.478595416
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T01:08:16.398,5,-0.001199911928064632,2.1112551388157406,FoVF,-0.0380558726723853,0.7233380774485728,2459015.552604557
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T05:21:56.350,5,-0.0019891293534760775,2.098886519005749,FoVP,-0.031758508190874266,0.7226982513252982,2459015.728766865
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T07:08:30.521,6,-0.002341504731060014,2.0936917203271377,FoVF,-0.029120197425270125,0.722414071796401,2459015.8027757523
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T11:22:10.423,5,-0.0032293559941273557,2.0813303601853725,FoVP,-0.02285804693944208,0.721701335715008,2459015.9789374233
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T13:08:44.571,7,-0.0036228470899001657,2.076138748928701,FoVF,-0.020234771625493007,0.7213867428755102,2459016.0529460283
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T17:22:24.416,6,-0.004607803220644094,2.0637852915816888,FoVP,-0.014008964657247028,0.7206021396224614,2459016.2291069943
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-06-15T23:22:38.323,7,-0.006122320245172505,2.0462521780209233,FoVP,-0.005212780852451852,0.7194021738299166,2459016.4792754836
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-08-24T15:44:32.810,4,-4.298021560958713E-4,-0.09305784212362934,FoVP,0.43777702871791546,0.7185545372163326,2459086.1602327116
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-09-10T09:48:59.312,5,-0.003402737345938811,0.9232608842014701,FoVP,-0.6045400584590411,0.7103805041094888,2459102.912297218
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-10-16T09:06:22.000,5,-0.0034786052672123196,-0.9691894963950671,FoVP,0.7007641939979042,0.7150339399174874,2459138.8800192303
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-10-16T10:52:56.206,4,0.0017747024881086,-0.9704722013719445,FoVF,0.7010317972319934,0.7146465092379716,2459138.9540205416
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-11-22T08:39:52.189,2,0.002189824734246266,-0.05427755204897536,FoVP,-0.4846672536826935,0.7008740509594923,2459175.8590431316
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-11-22T10:26:26.413,5,-4.8521432413553203E-4,-0.059092774101144774,FoVF,-0.4818241581486111,0.7022751493583507,2459175.9330461053
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-11-22T14:40:06.288,7,-0.0067434794060025295,-0.070614842046627,FoVP,-0.4750152695239609,0.7055894833176729,2459176.109191996
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-12-09T02:49:26.608,5,-0.0026811658561995146,-1.271223447977969,FoVP,0.23290998630366347,0.7080359159510762,2459192.6148719424
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-12-09T04:36:00.788,5,-7.015411500723286E-4,-1.2763961999047853,FoVF,0.2353714948135375,0.7067389670539255,2459192.688875712
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-12-09T08:49:40.878,1,0.004055331441985297,-1.2886921403348406,FoVP,0.2411920928614706,0.7036249339361558,2459192.8650272023
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2020-12-09T10:36:15.178,1,0.006072436147431536,-1.2938509379357814,FoVF,0.24362140676613886,0.7023055337926837,2459192.939032382
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-02-09T08:46:17.326,1,0.004674451136002998,-2.1035944714343153,FoVP,-0.2867267701711833,0.7071743864684696,2459254.8627535664
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-02-09T10:32:51.597,3,0.002431496572452852,-2.1086371267907147,FoVF,-0.2843470262353882,0.7086493448827199,2459254.9367644438
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-02-09T14:46:31.608,5,-0.0028639373614371025,-2.1206584298040108,FoVP,-0.27864269371679823,0.7121362657172067,2459255.112929402
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-02-27T20:55:23.822,3,0.001123463607015894,2.852656942661473,FoVP,0.5220936730318251,0.7117796830646752,2459273.370038246
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-02-27T22:41:58.073,2,0.004160208520644245,2.8481000348180876,FoVF,0.5248440322583315,0.710313376850262,2459273.4440502776
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-04-04T20:29:42.579,5,-0.0035867970079505526,-2.4529819265907755,FoVP,-0.7141924261371074,0.7215713073887411,2459309.354766423
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-05-11T19:44:43.373,1,0.003749667095721705,1.9470447878254074,FoVP,0.5850135244340462,0.721494970352056,2459346.326232191
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-05-27T13:49:52.564,3,0.0013056222680267152,2.9174716043697333,FoVP,-0.41198476515477156,0.730969861598819,2459362.080727829
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-05-27T15:36:26.781,6,-0.0026464970095838544,2.9209009360930485,FoVF,-0.4151172979562137,0.7286713286830998,2459362.154738764
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-09-03T22:46:19.791,5,-0.0019767784119648075,-0.3387707937474774,FoVP,0.5413185938267964,0.7153681740901795,2459461.452564782
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-09-04T00:32:53.998,3,0.0027189227768802645,-0.33635259704915066,FoVF,0.5390952627634565,0.7175395358873671,2459461.5265671895
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-09-24T16:45:37.769,4,-0.0013388313785200549,0.8171702690390813,FoVP,-0.6809387643647161,0.7076408335426689,2459482.2006466566
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-10-27T16:15:42.308,2,0.0018598654840066467,-1.0728179630419297,FoVP,0.6682259832933379,0.7099355603476212,2459515.1773493686
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-10-27T18:02:16.551,1,0.006830906119311308,-1.0750299311989973,FoVF,0.6690432877512891,0.7088670586347576,2459515.251351315
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-12T17:38:56.204,1,0.0067081726997934125,-0.754577417453258,FoVF,-0.19280063565284924,0.6961976022471386,2459561.232464251
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-12T23:39:10.815,2,0.005204766857141665,-0.7732548759774631,FoVF,-0.18313663973745406,0.6972863967502528,2459561.4826244446
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T03:52:51.048,1,0.004265129629561876,-0.7864164779962587,FoVP,-0.17633864136470584,0.6979761640394796,2459561.658778327
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T05:39:25.335,2,0.003899437163553805,-0.7919480427429972,FoVF,-0.17348471548972502,0.6982470159920529,2459561.7327836733
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T09:53:05.513,2,0.003097618787591039,-0.805119365488303,FoVP,-0.16669701714824894,0.6988467381322514,2459561.9089369634
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T11:39:39.779,3,0.002789417229100899,-0.810654691318307,FoVF,-0.16384786022660963,0.6990798245830335,2459561.982942082
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T15:53:19.909,2,0.0021234691680618,-0.8238342138417875,FoVP,-0.15707255941750212,0.6995898304008409,2459562.1590948803
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T17:39:54.157,4,0.0018719400149737255,-0.829372673340434,FoVF,-0.15422904836472856,0.6997853067893339,2459562.233099814
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T21:53:34.249,3,0.0013399147652458274,-0.8425589297697962,FoVP,-0.147468220142741,0.7002060064578272,2459562.4092522208
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-13T23:40:08.482,4,0.0011442403110586805,-0.8480999186769502,FoVF,-0.14463122094244368,0.7003640616708982,2459562.4832570106
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T03:53:48.544,3,7.441931090078854E-4,-0.861291498270923,FoVP,-0.13788691088694793,0.7006959432261579,2459562.6594091244
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T05:40:22.767,4,6.035571505769022E-4,-0.8668344354894619,FoVF,-0.13505727572646034,0.7008167981195019,2459562.7334138122
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T09:54:02.807,3,3.3354763458302015E-4,-0.8800299826266165,FoVP,-0.1283314933299572,0.7010604239045188,2459562.909565731
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T11:40:37.022,4,2.471361610288906E-4,-0.8855743102034312,FoVF,-0.1255100579099189,0.701144329798005,2459562.9835703564
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T15:54:17.050,3,1.0522999024064016E-4,-0.8987725242991693,FoVP,-0.1188047703914083,0.7013003328622607,2459563.1597221764
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T17:40:51.261,5,7.223185418668568E-5,-0.9043177073745046,FoVF,-0.11599235141789506,0.7013475700161371,2459563.233726781
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T21:54:31.283,3,5.650228411602703E-5,-0.9175173427277122,FoVP,-0.10930947796470565,0.7014166504675661,2459563.4098785967
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-14T23:41:05.494,5,7.610985359473882E-5,-0.9230628694574035,FoVF,-0.10650687082005116,0.7014275265434448,2459563.4838832193
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T03:54:45.519,3,1.8463926903089972E-4,-0.9362627350277781,FoVP,-0.09984827726095395,0.7014104478730502,2459563.660035125
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T05:41:19.733,4,2.5604906114679726E-4,-0.9418081164733626,FoVF,-0.09705625385689383,0.7013852963875568,2459563.7340398044
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T09:54:59.769,3,4.8693046529421966E-4,-0.9550070755883273,FoVP,-0.09042374776611842,0.7012828817772634,2459563.9101918917
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T11:41:33.989,4,6.093437632449583E-4,-0.9605518455812468,FoVF,-0.08764305457563464,0.7012220605467242,2459563.9841966666
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T15:55:14.044,3,9.606822232852256E-4,-0.9737488155738365,FoVP,-0.0810383808046242,0.7010351891727019,2459564.1603490263
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T17:41:48.273,4,0.0011333056759322527,-0.9792925305475657,FoVF,-0.0782697370756976,0.7009390787611377,2459564.234353935
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T21:55:28.355,2,0.0016032197259794115,-0.9924864823276319,FoVP,-0.07169457370868858,0.7006686820989757,2459564.4105066564
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-15T23:42:02.597,4,0.0018252659287727804,-0.9980287211246099,FoVF,-0.06893866985208198,0.7005376842685486,2459564.484511735
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T03:55:42.713,2,0.0024118889312953443,-1.011218678684119,FoVP,-0.06239462457891537,0.7001847424175708,2459564.6606649053
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T05:42:16.971,3,0.0026825769895487484,-1.016759042333383,FoVF,-0.05965212073201007,0.700019278590034,2459564.734670191
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T09:55:57.128,1,0.003384058455105737,-1.0299440821869643,FoVP,-0.05314072763063028,0.6995848166209174,2459564.910823897
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T11:42:31.405,2,0.0037026145294908543,-1.0354821936571255,FoVF,-0.05041225238897222,0.6993853263494307,2459564.9848294253
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T15:56:11.611,1,0.004517121394653021,-1.0486614442238205,FoVP,-0.043934969105699107,0.6988704106926342,2459565.160983751
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T17:42:45.910,2,0.004882779229505734,-1.0541969481500573,FoVF,-0.041221118421195524,0.6986373501533915,2459565.2349895574
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2021-12-16T23:43:00.495,1,0.006220498527652018,-1.072902151460692,FoVF,-0.03208065997836772,0.697776925529364,2459565.4851507046
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-02-20T03:56:26.386,2,0.001592876269748942,-2.1290395210356126,FoVP,-0.43601897627744246,0.7109280466707518,2459630.661989921
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-02-20T05:43:00.595,6,-0.001607848462843463,-2.133507283884282,FoVF,-0.4339435823011686,0.7127655096363038,2459630.7360009234
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-03-15T17:45:02.635,3,0.002367200307032699,2.5421342428181757,FoVF,0.6487795258676549,0.7157075330270195,2459654.2389010447
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-04-15T23:24:29.352,3,0.0025657661214569484,-2.576450059623583,FoVF,-0.7108213502375874,0.7255218308880403,2459685.476991655
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-05-26T08:41:05.513,3,0.0013103690949692857,1.8758565872742432,FoVP,0.4458721135599219,0.7244404360357722,2459725.8662331356
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-05-26T10:27:39.682,2,0.004565582866146152,1.879956816321385,FoVF,0.4418365706480906,0.7263809471319371,2459725.9402436116
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-06-06T08:47:58.972,3,0.0012110456209902059,2.6012028903133713,FoVP,-0.2743137525667567,0.7327803666122708,2459736.8715388034
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-06-06T10:34:33.185,6,-0.0018075853098689185,2.605458576249322,FoVF,-0.27825582712212205,0.7308070271359137,2459736.9455489796
V1674 Her,4.963351327911822,0.2948617415379178,18:57:30.980,+16:53:39.600,2022-09-14T13:37:00.374,7,-0.0033760631263321044,-0.5409715734549922,FoVF,0.6217655390498389,0.7124476976200302,2459837.070424703
