source_id,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
4514092717822106880,2016.0,284.3786823980906,0.22949874,16.8935973053798,0.30613935,0.41408032271419326,0.4186644,8.45464,-1.2052164438221915,0.32144386,-8.368297578294609,0.3613824,0.3408237,0.975263,19.723116,1.7701015,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4514092717822107008,2016.0,284.3790765397108,0.31058475,16.89340475868651,0.459495,-0.4509909426851956,0.54793864,3.1887727,-3.1250289726898597,0.4314532,-0.6344015183824652,0.53313917,0.48893484,0.9533076,19.971745,1.6555748,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
4514092717822118528,2016.0,284.37882639903495,0.122417286,16.8947502538905,0.15864204,0.8623187361686996,0.21176872,5.508622,-2.617136174615666,0.1721461,-4.84721728096196,0.18780461,0.31661803,0.9791507,18.818996,2.0010757,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3663.8176,4.4784,-1.7711,568.5536,0.6059,0.4234,0.2287
4514092717838547584,2016.0,284.3790776718161,0.61536866,16.894309649606146,0.84251714,-0.9362833593091683,0.6273195,6.2374563,-4.128921311385382,0.7046184,-4.675240191693119,0.8918012,0.3931595,1.0289086,19.949957,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
